sales_person,country,product,date,amount,boxes_shipped
Dennison Crosswaite,UK,Milk Bars,2023-03-07,11698.98,436
Wilone O'Kielt,UK,Organic Choco Syrup,2023-07-12,4964.25,56
Madelene Upcott,USA,Orange Choco,2023-05-16,8258.37,132
Gunar Cockshoot,India,Smooth Sliky Salty,2023-03-02,3938.2,70
Marney O'Breen,New Zealand,85% Dark Bars,2023-05-30,1368.27,163
Marney O'Breen,UK,Manuka Honey Choco,2023-06-10,12449.46,177
Brien Boise,USA,99% Dark & Pure,2023-07-25,7323.82,339
Beverie Moffet,New Zealand,Mint Chip Choco,2023-06-09,4560.81,102
Dennison Crosswaite,USA,Milk Bars,2023-05-12,777.46,58
Gunar Cockshoot,USA,Drinking Coco,2023-05-09,3857.27,5
Brien Boise,Canada,Manuka Honey Choco,2023-08-09,7442.69,179
Van Tuxwell,India,Choco Coated Almonds,2023-04-13,5799.3,125
Andria Kimpton,USA,Caramel Stuffed Bars,2023-05-02,8836.9,48
Dotty Strutley,USA,99% Dark & Pure,2023-08-09,4185.0,315
Camilla Castle,Australia,Raspberry Choco,2023-08-23,6984.06,174
Gunar Cockshoot,India,Spicy Special Slims,2023-05-13,7362.7,179
Karlen McCaffrey,USA,Manuka Honey Choco,2023-02-01,10338.27,73
Camilla Castle,USA,50% Dark Bites,2023-06-23,6215.72,324
Madelene Upcott,UK,Choco Coated Almonds,2023-05-24,10400.66,144
Jan Morforth,Canada,Mint Chip Choco,2023-04-01,1062.61,217
Camilla Castle,Canada,70% Dark Bites,2023-07-27,10095.71,151
Ches Bonnell,India,Peanut Butter Cubes,2023-01-27,23251.68,210
Jan Morforth,India,Choco Coated Almonds,2023-08-12,2669.61,143
Gigi Bohling,Canada,Almond Choco,2023-02-01,10265.97,49
Rafaelita Blaksland,India,After Nines,2023-03-02,5423.54,203
Kelci Walkden,Australia,99% Dark & Pure,2023-06-30,3272.68,32
Dotty Strutley,Australia,Spicy Special Slims,2023-01-17,8840.59,92
Brien Boise,USA,Milk Bars,2023-07-07,14460.51,124
Mallorie Waber,New Zealand,Mint Chip Choco,2023-01-31,1461.99,109
Beverie Moffet,UK,99% Dark & Pure,2023-08-10,3701.6,131
Beverie Moffet,USA,Peanut Butter Cubes,2023-08-18,13951.32,329
Brien Boise,New Zealand,White Choc,2023-06-15,5774.92,325
Marney O'Breen,USA,Baker's Choco Chips,2023-01-26,9718.87,10
Kelci Walkden,USA,Spicy Special Slims,2023-04-29,87.52,69
Mallorie Waber,Canada,White Choc,2023-03-03,3398.51,74
Kaine Padly,Australia,Almond Choco,2023-02-22,4371.77,375
Oby Sorrel,USA,Smooth Sliky Salty,2023-03-04,3632.32,169
Dennison Crosswaite,India,Smooth Sliky Salty,2023-07-07,3343.85,10
Camilla Castle,New Zealand,Caramel Stuffed Bars,2023-06-17,4400.28,364
Jan Morforth,Canada,Caramel Stuffed Bars,2023-08-02,10802.13,124
Oby Sorrel,USA,Baker's Choco Chips,2023-08-12,9154.17,123
Madelene Upcott,New Zealand,Peanut Butter Cubes,2023-01-28,5360.89,340
Kelci Walkden,Australia,Orange Choco,2023-04-29,11597.46,462
Marney O'Breen,Australia,Manuka Honey Choco,2023-04-05,14939.24,238
Kaine Padly,Canada,Manuka Honey Choco,2023-01-18,10845.85,146
Jehu Rudeforth,UK,Baker's Choco Chips,2023-05-16,2832.78,104
Kelci Walkden,Australia,White Choc,2023-08-24,8879.72,177
Curtice Advani,India,85% Dark Bars,2023-01-18,298.34,399
Kaine Padly,USA,Eclairs,2023-08-22,7799.51,10
Gunar Cockshoot,UK,99% Dark & Pure,2023-03-07,8.04,85
Beverie Moffet,UK,Choco Coated Almonds,2023-03-04,3212.35,66
Dotty Strutley,Canada,Manuka Honey Choco,2023-04-22,12048.56,113
Kaine Padly,Australia,Milk Bars,2023-06-09,4499.64,91
Jan Morforth,Canada,Fruit & Nut Bars,2023-07-25,9984.16,207
Jan Morforth,India,Smooth Sliky Salty,2023-08-03,11867.83,95
Rafaelita Blaksland,Australia,Manuka Honey Choco,2023-08-03,4806.65,132
Jehu Rudeforth,UK,Milk Bars,2023-05-03,13420.93,232
Husein Augar,Canada,After Nines,2023-01-19,10407.51,301
Roddy Speechley,USA,50% Dark Bites,2023-02-11,10849.39,330
Van Tuxwell,India,Almond Choco,2023-06-14,7247.29,402
Kelci Walkden,USA,50% Dark Bites,2023-03-23,6387.65,227
Madelene Upcott,Canada,85% Dark Bars,2023-02-17,8373.42,108
Dennison Crosswaite,Canada,Smooth Sliky Salty,2023-03-17,1887.19,488
Mallorie Waber,Australia,Spicy Special Slims,2023-06-29,6054.04,287
Ches Bonnell,Canada,Choco Coated Almonds,2023-08-24,16254.61,268
Gigi Bohling,Canada,Spicy Special Slims,2023-07-04,13173.56,301
Roddy Speechley,New Zealand,Almond Choco,2023-03-28,2721.46,72
Curtice Advani,India,Smooth Sliky Salty,2023-04-19,19283.64,139
Ches Bonnell,New Zealand,Mint Chip Choco,2023-01-18,9327.52,232
Van Tuxwell,New Zealand,Fruit & Nut Bars,2023-01-17,3184.03,85
Andria Kimpton,New Zealand,Mint Chip Choco,2023-02-15,9738.74,209
Andria Kimpton,UK,Milk Bars,2023-02-11,16486.65,314
Camilla Castle,USA,Manuka Honey Choco,2023-03-21,16792.23,184
Gunar Cockshoot,New Zealand,Almond Choco,2023-01-05,5752.62,125
Brien Boise,India,Raspberry Choco,2023-05-30,6833.28,157
Jehu Rudeforth,USA,99% Dark & Pure,2023-01-04,2815.72,222
Beverie Moffet,Australia,Fruit & Nut Bars,2023-04-22,1545.36,269
Gigi Bohling,Canada,Milk Bars,2023-02-10,3432.73,120
Dotty Strutley,India,Spicy Special Slims,2023-08-12,1001.99,217
Gunar Cockshoot,USA,Organic Choco Syrup,2023-08-10,2494.19,315
Kelci Walkden,Australia,Raspberry Choco,2023-06-07,770.25,61
Jehu Rudeforth,India,Baker's Choco Chips,2023-06-06,2261.98,73
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2023-04-05,5667.58,204
Wilone O'Kielt,USA,50% Dark Bites,2023-04-18,4738.71,125
Andria Kimpton,India,50% Dark Bites,2023-01-31,13661.89,15
Madelene Upcott,USA,Baker's Choco Chips,2023-08-22,6067.19,151
Jehu Rudeforth,Australia,99% Dark & Pure,2023-02-25,11720.99,204
Jan Morforth,Australia,Mint Chip Choco,2023-02-22,19999.55,106
Oby Sorrel,New Zealand,Milk Bars,2023-01-12,4484.03,201
Brien Boise,UK,Almond Choco,2023-05-25,107.24,129
Kelci Walkden,India,Smooth Sliky Salty,2023-02-01,2525.98,8
Rafaelita Blaksland,UK,Eclairs,2023-04-27,1577.84,67
Gigi Bohling,USA,Smooth Sliky Salty,2023-07-22,2972.07,129
Curtice Advani,New Zealand,Mint Chip Choco,2023-01-26,3691.63,284
Curtice Advani,USA,Mint Chip Choco,2023-08-24,5188.89,293
Madelene Upcott,New Zealand,Fruit & Nut Bars,2023-01-18,5766.51,21
Karlen McCaffrey,India,85% Dark Bars,2023-03-30,1036.77,82
Ches Bonnell,Australia,Caramel Stuffed Bars,2023-01-17,10033.52,163
Kelci Walkden,USA,Fruit & Nut Bars,2023-02-17,5220.69,154
Kelci Walkden,Canada,Peanut Butter Cubes,2023-04-08,8106.62,47
Gigi Bohling,Canada,Drinking Coco,2023-07-06,3934.09,86
Husein Augar,India,Fruit & Nut Bars,2023-04-04,4508.93,231
Jan Morforth,New Zealand,Organic Choco Syrup,2023-03-02,1921.57,226
Gigi Bohling,New Zealand,Raspberry Choco,2023-08-09,1161.31,181
Dennison Crosswaite,Australia,Milk Bars,2023-06-09,11389.29,282
Ches Bonnell,UK,Caramel Stuffed Bars,2023-06-02,3032.3,313
Van Tuxwell,USA,Fruit & Nut Bars,2023-07-05,6871.55,238
Andria Kimpton,Canada,Eclairs,2023-08-11,339.99,124
Madelene Upcott,India,Choco Coated Almonds,2023-02-11,3720.22,141
Kelci Walkden,New Zealand,Spicy Special Slims,2023-08-11,731.19,69
Roddy Speechley,Australia,Drinking Coco,2023-05-12,13288.65,112
Wilone O'Kielt,USA,Milk Bars,2023-07-15,5332.79,101
Andria Kimpton,India,Organic Choco Syrup,2023-01-18,3971.78,131
Madelene Upcott,UK,Fruit & Nut Bars,2023-01-05,9538.21,198
Curtice Advani,Australia,50% Dark Bites,2023-06-29,547.85,221
Brien Boise,Canada,Raspberry Choco,2023-06-14,2994.76,47
Gunar Cockshoot,India,Mint Chip Choco,2023-08-08,4451.38,71
Dennison Crosswaite,India,Mint Chip Choco,2023-03-23,14691.77,143
Barr Faughny,India,Caramel Stuffed Bars,2023-01-04,7042.98,107
Brien Boise,India,Milk Bars,2023-02-22,15583.0,248
Beverie Moffet,UK,Spicy Special Slims,2023-02-17,9059.82,268
Barr Faughny,USA,Almond Choco,2023-02-03,430.59,85
Van Tuxwell,Canada,Raspberry Choco,2023-03-17,1264.25,137
Wilone O'Kielt,Australia,Baker's Choco Chips,2023-01-25,2995.47,156
Brien Boise,Australia,Milk Bars,2023-07-27,2117.82,56
Husein Augar,Australia,Fruit & Nut Bars,2023-01-28,8081.79,54
Madelene Upcott,Australia,Organic Choco Syrup,2023-07-05,11542.54,49
Van Tuxwell,India,White Choc,2023-03-15,2183.68,46
Gunar Cockshoot,Canada,After Nines,2023-08-04,3125.34,191
Jan Morforth,USA,Fruit & Nut Bars,2023-06-27,4891.86,380
Jan Morforth,Canada,After Nines,2023-07-13,4881.32,183
Barr Faughny,New Zealand,Manuka Honey Choco,2023-02-24,5917.62,238
Karlen McCaffrey,New Zealand,85% Dark Bars,2023-06-28,6312.53,60
Oby Sorrel,Australia,85% Dark Bars,2023-06-30,7956.28,27
Curtice Advani,Canada,Choco Coated Almonds,2023-08-18,5895.88,7
Kaine Padly,India,70% Dark Bites,2023-01-24,13535.7,296
Beverie Moffet,USA,White Choc,2023-03-11,5639.9,129
Ches Bonnell,New Zealand,After Nines,2023-06-23,5813.44,356
Husein Augar,India,Spicy Special Slims,2023-08-22,2514.82,32
Gunar Cockshoot,Canada,50% Dark Bites,2023-01-04,3044.01,22
Curtice Advani,India,Milk Bars,2023-04-05,3902.04,214
Beverie Moffet,India,Milk Bars,2023-04-15,1928.74,354
Husein Augar,Australia,White Choc,2023-05-11,3251.53,241
Andria Kimpton,Canada,Manuka Honey Choco,2023-07-21,5031.94,495
Jan Morforth,New Zealand,Orange Choco,2023-02-11,1350.26,89
Andria Kimpton,Canada,Smooth Sliky Salty,2023-07-08,1187.71,75
Gunar Cockshoot,UK,Raspberry Choco,2023-08-11,7055.38,334
Husein Augar,New Zealand,After Nines,2023-08-04,7231.89,8
Andria Kimpton,New Zealand,Orange Choco,2023-06-14,9295.83,93
Dennison Crosswaite,UK,Baker's Choco Chips,2023-01-17,2276.94,296
Jehu Rudeforth,Canada,Orange Choco,2023-06-23,4229.79,548
Jehu Rudeforth,UK,Smooth Sliky Salty,2023-08-24,1640.53,119
Andria Kimpton,UK,Caramel Stuffed Bars,2023-06-07,8234.5,294
Jan Morforth,UK,White Choc,2023-06-22,10087.04,46
Dotty Strutley,USA,Fruit & Nut Bars,2023-07-13,3169.26,281
Kelci Walkden,UK,Choco Coated Almonds,2023-05-24,10355.42,215
Gunar Cockshoot,New Zealand,After Nines,2023-08-09,7772.63,140
Kaine Padly,Canada,85% Dark Bars,2023-04-06,1992.77,31
Jan Morforth,New Zealand,Manuka Honey Choco,2023-07-28,1815.56,266
Gunar Cockshoot,New Zealand,Raspberry Choco,2023-08-24,727.11,50
Van Tuxwell,Australia,99% Dark & Pure,2023-01-17,114.96,132
Curtice Advani,USA,Drinking Coco,2023-02-07,5378.09,142
Brien Boise,Australia,Spicy Special Slims,2023-05-09,6707.63,269
Mallorie Waber,New Zealand,85% Dark Bars,2023-06-06,8167.18,102
Wilone O'Kielt,USA,Choco Coated Almonds,2023-06-06,9950.14,6
Beverie Moffet,New Zealand,Organic Choco Syrup,2023-05-24,7229.26,215
Gunar Cockshoot,UK,50% Dark Bites,2023-01-13,2260.21,128
Marney O'Breen,USA,Raspberry Choco,2023-05-23,6206.9,149
Jehu Rudeforth,UK,White Choc,2023-06-29,1889.83,286
Jehu Rudeforth,New Zealand,85% Dark Bars,2023-03-11,7797.24,88
Dotty Strutley,USA,85% Dark Bars,2023-04-25,11644.92,536
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2023-05-30,4207.22,255
Curtice Advani,India,Manuka Honey Choco,2023-05-23,1683.88,169
Mallorie Waber,USA,Peanut Butter Cubes,2023-05-23,1337.36,18
Van Tuxwell,Canada,Peanut Butter Cubes,2023-06-24,7147.04,300
Kelci Walkden,New Zealand,Smooth Sliky Salty,2023-03-11,12030.46,296
Rafaelita Blaksland,USA,Smooth Sliky Salty,2023-07-27,15844.58,232
Rafaelita Blaksland,USA,White Choc,2023-08-16,5025.84,133
Roddy Speechley,Canada,Smooth Sliky Salty,2023-03-07,9902.03,12
Curtice Advani,New Zealand,After Nines,2023-04-05,7944.07,33
Camilla Castle,India,85% Dark Bars,2023-05-04,9523.65,55
Ches Bonnell,USA,Choco Coated Almonds,2023-01-04,16240.71,93
Marney O'Breen,Australia,Baker's Choco Chips,2023-01-13,5891.94,109
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2023-07-11,6924.52,94
Kaine Padly,Australia,Mint Chip Choco,2023-05-17,4552.57,158
Camilla Castle,New Zealand,Peanut Butter Cubes,2023-07-21,1724.91,60
Curtice Advani,Canada,Organic Choco Syrup,2023-02-22,897.3,21
Jan Morforth,India,99% Dark & Pure,2023-05-23,10283.9,178
Rafaelita Blaksland,Canada,Drinking Coco,2023-07-12,10415.77,200
Jan Morforth,UK,Orange Choco,2023-06-15,4220.83,193
Barr Faughny,New Zealand,50% Dark Bites,2023-06-23,4909.86,304
Curtice Advani,Australia,Eclairs,2023-03-25,6549.62,53
Jan Morforth,India,Caramel Stuffed Bars,2023-07-04,88.72,165
Andria Kimpton,UK,White Choc,2023-05-12,9793.16,110
Camilla Castle,New Zealand,Raspberry Choco,2023-04-04,4823.65,143
Madelene Upcott,Australia,Orange Choco,2023-04-15,7556.55,404
Roddy Speechley,Canada,Eclairs,2023-03-08,7082.03,95
Karlen McCaffrey,India,White Choc,2023-01-17,8361.47,231
Wilone O'Kielt,India,Mint Chip Choco,2023-08-22,1310.5,52
Andria Kimpton,UK,99% Dark & Pure,2023-07-25,1288.1,67
Marney O'Breen,UK,50% Dark Bites,2023-06-14,3288.29,133
Ches Bonnell,India,Choco Coated Almonds,2023-04-05,10669.09,85
Madelene Upcott,UK,Raspberry Choco,2023-08-26,7361.93,344
Wilone O'Kielt,Australia,50% Dark Bites,2023-08-03,10336.22,123
Gigi Bohling,Canada,White Choc,2023-07-11,6985.95,4
Wilone O'Kielt,New Zealand,Eclairs,2023-03-11,3394.46,21
Brien Boise,UK,Peanut Butter Cubes,2023-01-10,15337.23,31
Roddy Speechley,UK,Baker's Choco Chips,2023-04-04,15925.17,378
Karlen McCaffrey,Australia,50% Dark Bites,2023-01-17,7355.77,772
Marney O'Breen,New Zealand,Organic Choco Syrup,2023-07-08,9489.27,54
Jan Morforth,UK,Organic Choco Syrup,2023-04-12,1281.32,354
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2023-08-24,518.07,192
Ches Bonnell,UK,Choco Coated Almonds,2023-06-07,1933.56,239
Gunar Cockshoot,Canada,Almond Choco,2023-07-28,1308.52,30
Husein Augar,USA,99% Dark & Pure,2023-02-21,9878.5,111
Dennison Crosswaite,Canada,Mint Chip Choco,2023-04-08,1943.7,297
Brien Boise,UK,Manuka Honey Choco,2023-06-28,80.62,103
Van Tuxwell,UK,Baker's Choco Chips,2023-03-24,2678.37,20
Barr Faughny,Australia,Caramel Stuffed Bars,2023-07-29,2931.1,60
Dennison Crosswaite,USA,Eclairs,2023-05-25,2316.09,90
Gigi Bohling,Australia,Raspberry Choco,2023-03-30,6722.22,330
Dennison Crosswaite,USA,Organic Choco Syrup,2023-07-18,14528.51,134
Beverie Moffet,Canada,Orange Choco,2023-05-10,9390.28,104
Mallorie Waber,Australia,Choco Coated Almonds,2023-03-18,16230.41,94
Ches Bonnell,India,Caramel Stuffed Bars,2023-06-15,7224.39,55
Van Tuxwell,Canada,50% Dark Bites,2023-05-12,15567.58,57
Kelci Walkden,New Zealand,Baker's Choco Chips,2023-06-23,2964.2,105
Beverie Moffet,India,Spicy Special Slims,2023-04-21,3357.08,186
Gigi Bohling,Australia,Almond Choco,2023-08-17,1010.37,127
Rafaelita Blaksland,New Zealand,Eclairs,2023-02-07,20470.43,54
Kelci Walkden,Canada,Smooth Sliky Salty,2023-03-17,8762.75,115
Jan Morforth,India,Baker's Choco Chips,2023-08-01,14613.52,85
Jehu Rudeforth,Australia,Milk Bars,2023-03-18,9839.46,31
Gigi Bohling,Canada,Fruit & Nut Bars,2023-06-14,6633.23,103
Beverie Moffet,UK,Eclairs,2023-04-22,9749.07,169
Marney O'Breen,New Zealand,Eclairs,2023-01-18,5254.38,31
Husein Augar,Australia,99% Dark & Pure,2023-08-26,3430.43,123
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2023-06-10,10454.55,434
Curtice Advani,Canada,70% Dark Bites,2023-01-31,2413.87,7
Kelci Walkden,New Zealand,Manuka Honey Choco,2023-04-08,1445.14,108
Dotty Strutley,Australia,Baker's Choco Chips,2023-06-07,4022.64,71
Barr Faughny,Australia,85% Dark Bars,2023-02-10,8651.2,43
Beverie Moffet,Australia,50% Dark Bites,2023-05-16,725.16,453
Gunar Cockshoot,India,Baker's Choco Chips,2023-03-18,2385.4,540
Van Tuxwell,Australia,50% Dark Bites,2023-07-13,726.04,131
Oby Sorrel,USA,Manuka Honey Choco,2023-07-25,4742.35,83
Van Tuxwell,Canada,Choco Coated Almonds,2023-08-19,2556.96,312
Karlen McCaffrey,Canada,70% Dark Bites,2023-06-24,8376.69,646
Kelci Walkden,Canada,Fruit & Nut Bars,2023-06-20,840.71,162
Camilla Castle,India,99% Dark & Pure,2023-08-02,207.87,216
Madelene Upcott,New Zealand,70% Dark Bites,2023-02-22,13370.34,94
Mallorie Waber,New Zealand,Orange Choco,2023-02-01,6811.37,25
Jan Morforth,Canada,70% Dark Bites,2023-02-14,6096.52,300
Kelci Walkden,Australia,Milk Bars,2023-02-24,8684.58,120
Dennison Crosswaite,India,Orange Choco,2023-03-18,873.26,140
Husein Augar,UK,Eclairs,2023-08-30,1912.66,253
Gigi Bohling,USA,Peanut Butter Cubes,2023-05-09,321.61,76
Wilone O'Kielt,USA,Smooth Sliky Salty,2023-01-18,511.12,96
Curtice Advani,India,White Choc,2023-07-04,7887.15,335
Oby Sorrel,New Zealand,Spicy Special Slims,2023-06-03,1793.67,13
Beverie Moffet,New Zealand,Peanut Butter Cubes,2023-02-23,12129.42,29
Dotty Strutley,New Zealand,99% Dark & Pure,2023-05-09,11749.75,213
Kelci Walkden,India,70% Dark Bites,2023-06-06,3967.25,101
Kelci Walkden,India,Drinking Coco,2023-07-04,8105.37,255
Brien Boise,New Zealand,Drinking Coco,2023-06-06,1614.17,106
Dotty Strutley,Australia,Almond Choco,2023-05-13,1613.3,91
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2023-01-31,2155.64,281
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2023-06-30,8184.37,43
Barr Faughny,Canada,Manuka Honey Choco,2023-08-25,3613.32,251
Gigi Bohling,New Zealand,Smooth Sliky Salty,2023-01-10,801.09,101
Brien Boise,USA,Manuka Honey Choco,2023-08-22,2069.48,8
Roddy Speechley,New Zealand,85% Dark Bars,2023-04-14,5096.21,284
Oby Sorrel,UK,Smooth Sliky Salty,2023-05-31,10573.5,338
Oby Sorrel,UK,Raspberry Choco,2023-04-08,4611.37,322
Roddy Speechley,USA,Drinking Coco,2023-02-21,3288.77,148
Andria Kimpton,Australia,Manuka Honey Choco,2023-03-30,10883.13,394
Mallorie Waber,India,Raspberry Choco,2023-03-02,1516.56,2
Jehu Rudeforth,USA,Orange Choco,2023-07-28,391.33,184
Kaine Padly,New Zealand,70% Dark Bites,2023-03-24,7969.08,38
Curtice Advani,Australia,After Nines,2023-08-11,63.71,109
Husein Augar,UK,Almond Choco,2023-05-17,8832.33,175
Kaine Padly,Canada,Choco Coated Almonds,2023-05-18,3542.19,180
Roddy Speechley,UK,Peanut Butter Cubes,2023-08-17,6052.07,173
Ches Bonnell,New Zealand,Eclairs,2023-04-04,543.2,54
Brien Boise,India,85% Dark Bars,2023-08-09,18894.92,201
Brien Boise,New Zealand,Organic Choco Syrup,2023-01-17,689.4,331
Andria Kimpton,Canada,White Choc,2023-02-14,4435.95,31
Gigi Bohling,New Zealand,Orange Choco,2023-05-16,9111.34,324
Ches Bonnell,Canada,Smooth Sliky Salty,2023-03-16,10369.71,129
Husein Augar,Canada,70% Dark Bites,2023-01-31,5833.2,290
Barr Faughny,Canada,Organic Choco Syrup,2023-03-10,1229.96,219
Oby Sorrel,UK,Organic Choco Syrup,2023-06-30,8839.72,170
Van Tuxwell,New Zealand,Eclairs,2023-03-01,5747.66,176
Mallorie Waber,UK,Drinking Coco,2023-05-27,3666.04,107
Oby Sorrel,UK,Milk Bars,2023-07-11,6853.82,220
Karlen McCaffrey,New Zealand,Mint Chip Choco,2023-03-02,4361.01,59
Jehu Rudeforth,USA,Raspberry Choco,2023-03-04,7686.15,141
Kelci Walkden,UK,85% Dark Bars,2023-06-23,4188.43,235
Kelci Walkden,USA,Almond Choco,2023-01-27,5425.24,234
Marney O'Breen,Canada,Orange Choco,2023-01-14,2896.97,456
Dennison Crosswaite,India,Fruit & Nut Bars,2023-07-29,1071.31,23
Brien Boise,Canada,Smooth Sliky Salty,2023-05-13,6417.05,497
Barr Faughny,Canada,Baker's Choco Chips,2023-02-03,10967.31,172
Brien Boise,India,Smooth Sliky Salty,2023-05-27,6345.02,28
Jan Morforth,Australia,Drinking Coco,2023-02-18,2824.71,25
Brien Boise,India,Spicy Special Slims,2023-01-28,1463.67,34
Van Tuxwell,UK,Eclairs,2023-06-29,5856.52,115
Wilone O'Kielt,India,Caramel Stuffed Bars,2023-01-13,4303.86,282
Jehu Rudeforth,UK,After Nines,2023-06-27,2047.77,169
Barr Faughny,Canada,White Choc,2023-03-29,4692.36,1
Gunar Cockshoot,India,Organic Choco Syrup,2023-06-03,7302.42,153
Mallorie Waber,Canada,Smooth Sliky Salty,2023-03-21,2056.92,103
Mallorie Waber,India,Eclairs,2023-04-12,11032.79,49
Rafaelita Blaksland,Australia,Raspberry Choco,2023-01-19,7773.64,247
Karlen McCaffrey,UK,50% Dark Bites,2023-04-06,3843.01,295
Kaine Padly,Australia,50% Dark Bites,2023-08-02,9163.79,81
Gigi Bohling,Australia,Eclairs,2023-04-12,7628.59,146
Oby Sorrel,India,Drinking Coco,2023-07-21,18220.59,139
Van Tuxwell,New Zealand,Baker's Choco Chips,2023-03-22,9828.94,24
Husein Augar,India,Peanut Butter Cubes,2023-05-09,4726.65,5
Andria Kimpton,Australia,Baker's Choco Chips,2023-08-09,344.82,118
Madelene Upcott,Canada,Choco Coated Almonds,2023-07-20,3451.24,283
Brien Boise,India,70% Dark Bites,2023-04-14,5071.49,439
Jehu Rudeforth,Canada,White Choc,2023-01-25,4719.38,132
Andria Kimpton,Australia,Almond Choco,2023-04-25,3430.58,174
Dotty Strutley,Canada,After Nines,2023-01-17,268.3,239
Karlen McCaffrey,USA,Eclairs,2023-08-15,991.46,133
Karlen McCaffrey,Canada,Fruit & Nut Bars,2023-06-02,213.45,17
Gunar Cockshoot,USA,85% Dark Bars,2023-06-30,7586.38,131
Dotty Strutley,New Zealand,Raspberry Choco,2023-02-10,6192.19,99
Marney O'Breen,Canada,Caramel Stuffed Bars,2023-02-23,1510.58,602
Dennison Crosswaite,India,Organic Choco Syrup,2023-01-27,8693.31,209
Camilla Castle,UK,Mint Chip Choco,2023-05-26,5509.77,307
Brien Boise,USA,70% Dark Bites,2023-04-14,1863.2,22
Madelene Upcott,Australia,99% Dark & Pure,2023-08-01,4822.5,159
Mallorie Waber,Australia,Eclairs,2023-08-22,10856.55,229
Marney O'Breen,India,99% Dark & Pure,2023-07-22,11252.11,159
Husein Augar,USA,Fruit & Nut Bars,2023-04-28,1387.72,27
Kelci Walkden,Australia,Almond Choco,2023-05-30,5509.22,341
Ches Bonnell,USA,Milk Bars,2023-07-21,2444.25,155
Jan Morforth,UK,Caramel Stuffed Bars,2023-08-02,3175.62,507
Brien Boise,New Zealand,70% Dark Bites,2023-06-15,7900.42,143
Oby Sorrel,India,85% Dark Bars,2023-07-05,9072.46,142
Kaine Padly,New Zealand,Smooth Sliky Salty,2023-04-12,8.06,513
Gigi Bohling,Australia,70% Dark Bites,2023-08-18,1548.54,104
Jan Morforth,UK,50% Dark Bites,2023-01-12,5501.67,298
Gunar Cockshoot,Canada,White Choc,2023-08-11,7685.42,15
Jehu Rudeforth,Australia,Spicy Special Slims,2023-01-13,5147.77,402
Husein Augar,UK,Baker's Choco Chips,2023-04-29,3070.43,143
Rafaelita Blaksland,New Zealand,After Nines,2023-07-07,1127.5,88
Madelene Upcott,New Zealand,Mint Chip Choco,2023-03-11,8502.77,4
Madelene Upcott,UK,70% Dark Bites,2023-02-16,5961.02,241
Barr Faughny,Australia,Organic Choco Syrup,2023-01-07,2478.33,33
Beverie Moffet,New Zealand,Drinking Coco,2023-01-12,1269.56,497
Beverie Moffet,India,Eclairs,2023-06-09,11130.52,144
Andria Kimpton,India,Eclairs,2023-05-16,2455.09,83
Gigi Bohling,UK,85% Dark Bars,2023-06-23,12764.94,100
Roddy Speechley,UK,Raspberry Choco,2023-01-28,13351.42,198
Dotty Strutley,UK,Mint Chip Choco,2023-07-14,2763.22,223
Barr Faughny,Canada,Drinking Coco,2023-04-18,6523.34,245
Oby Sorrel,USA,Milk Bars,2023-06-14,1868.25,82
Oby Sorrel,UK,Orange Choco,2023-04-15,8431.83,251
Curtice Advani,Canada,Peanut Butter Cubes,2023-05-19,5646.99,64
Gigi Bohling,India,White Choc,2023-04-13,1484.67,180
Husein Augar,Canada,Choco Coated Almonds,2023-08-15,3859.95,395
Wilone O'Kielt,India,Choco Coated Almonds,2023-08-22,3237.3,227
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2023-04-22,4072.43,64
Kaine Padly,UK,Choco Coated Almonds,2023-08-03,8054.87,118
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2023-01-04,420.3,224
Kelci Walkden,Canada,After Nines,2023-01-13,17073.99,218
Van Tuxwell,Australia,Baker's Choco Chips,2023-05-11,13624.31,33
Husein Augar,New Zealand,Peanut Butter Cubes,2023-02-16,2318.46,235
Kaine Padly,UK,Caramel Stuffed Bars,2023-05-20,10740.05,67
Jehu Rudeforth,UK,Drinking Coco,2023-02-03,7624.67,422
Beverie Moffet,India,Manuka Honey Choco,2023-05-06,10168.32,159
Gunar Cockshoot,UK,Choco Coated Almonds,2023-06-30,6635.15,141
Gunar Cockshoot,UK,Smooth Sliky Salty,2023-03-22,860.12,158
Camilla Castle,Canada,Orange Choco,2023-02-17,8671.21,52
Jehu Rudeforth,UK,85% Dark Bars,2023-07-07,5534.11,63
Oby Sorrel,UK,70% Dark Bites,2023-03-16,6800.26,187
Kelci Walkden,UK,99% Dark & Pure,2023-08-12,3927.83,123
Gigi Bohling,New Zealand,After Nines,2023-01-21,5833.8,196
Oby Sorrel,Australia,50% Dark Bites,2023-05-06,733.08,147
Oby Sorrel,Canada,50% Dark Bites,2023-06-24,7164.51,140
Barr Faughny,USA,White Choc,2023-05-05,7900.52,175
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2023-03-25,3550.76,85
Curtice Advani,Australia,Caramel Stuffed Bars,2023-02-14,10281.51,136
